id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,repayment_interval,date,gender
744831,150.0,150.0,Tailoring,Services,To buy a sewing machine to support her business.,KH,Cambodia,"Battambang province, Ek Phnom district",KHR,204.0,2014-07-25 06:09:37+00:00,2014-06-26 07:00:00+00:00,2014-08-18 13:36:57+00:00,14.0,5,,monthly,2014-07-25,female
1205931,250.0,250.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Takeo,KHR,311.0,2016-12-19 09:15:46+00:00,2016-12-09 08:00:00+00:00,2016-12-27 14:34:38+00:00,8.0,10,"#Eco-friendly, #Health and Sanitation, #Technology, user_favorite",monthly,2016-12-19,male
1286194,250.0,250.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Battambang,KHR,311.0,2017-04-26 03:27:51+00:00,2017-04-04 07:00:00+00:00,2017-05-02 08:09:10+00:00,8.0,9,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-04-26,female
1263689,175.0,175.0,Home Appliances,Personal Use,to buy a filter to provide safe drinking water for her family.,KH,Cambodia,Preah Sihanouk,KHR,311.0,2017-03-22 07:47:16+00:00,2017-03-05 08:00:00+00:00,2017-03-27 19:19:01+00:00,8.0,7,"#Eco-friendly, #Technology, #Health and Sanitation",monthly,2017-03-22,female
1293666,700.0,700.0,Agriculture,Agriculture,"to buy agricultural supplies to grow corn and beans; with the profits, it will be possible for his children to continue studying.",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2017-05-06 15:30:27+00:00,2017-04-11 07:00:00+00:00,2017-05-18 21:23:32+00:00,14.0,21,"user_favorite, #Parent, #Vegan, #Schooling",bullet,2017-05-06,male
1172203,300.0,300.0,Beauty Salon,Services,"to purchase a hair dryer, rollers, a steamer, cosmetics, and new furniture.",PK,Pakistan,Gujrat,PKR,455.0,2016-10-21 10:11:30+00:00,2016-09-28 07:00:00+00:00,2016-11-28 20:09:16+00:00,14.0,11,"#Biz Durable Asset, #Woman Owned Biz, #Parent",monthly,2016-10-21,female
909290,275.0,600.0,Agriculture,Agriculture,"to buy fertilizers, to produce bulk grains, and livestock feed.",SV,El Salvador,La Unión,USD,199.0,2015-06-26 20:43:56+00:00,2015-05-30 07:00:00+00:00,,15.0,7,"#Animals, #Parent, #Woman Owned Biz",monthly,2015-06-26,female
1272227,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Preah Sihanouk,KHR,311.0,2017-04-03 07:19:55+00:00,2017-03-22 07:00:00+00:00,2017-04-10 02:34:49+00:00,8.0,4,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-04-03,male
1208525,300.0,300.0,Embroidery,Arts,"to buy embroidery raw material such as thread, fancy cloth, sequins, and pearls of various colors in advance, to have in stock for her embroidery business",PK,Pakistan,Multan,PKR,247.0,2016-12-21 20:43:33+00:00,2016-11-22 08:00:00+00:00,2016-12-27 16:43:10+00:00,14.0,7,"#Parent, #Fabrics, #Woman Owned Biz, user_favorite, user_favorite",monthly,2016-12-21,female
1230589,400.0,400.0,Home Energy,Personal Use,to buy a solar panel,KH,Cambodia,Kampong Chhnang Province,USD,9.0,2017-02-01 08:20:41+00:00,2017-01-20 08:00:00+00:00,2017-02-06 07:35:03+00:00,26.0,13,"#Eco-friendly, #Elderly, #Technology, #First Loan, user_favorite, user_favorite",monthly,2017-02-01,female
785866,450.0,450.0,Beauty Salon,Services,to buy large quantities of hair and skin care products and bleaching and whitening creams in order to cater to more customers.,PK,Pakistan,Multan,PKR,245.0,2014-10-20 11:47:18+00:00,2014-10-13 07:00:00+00:00,2014-11-21 18:11:59+00:00,14.0,18,#Woman Owned Biz,monthly,2014-10-20,female
1022122,500.0,500.0,Poultry,Agriculture,to buy more hens and the feed for them.,SV,El Salvador,El Transito,USD,199.0,2016-02-12 16:11:48+00:00,2016-01-25 08:00:00+00:00,2016-03-02 21:48:33+00:00,14.0,20,"#Elderly, #Animals, #Woman Owned Biz, user_favorite",monthly,2016-02-12,female
784866,625.0,625.0,Farming,Agriculture,to buy fertilizers and seeds for her farmland.,KH,Cambodia,"Battambang province, Moung Russey district",KHR,204.0,2014-10-17 08:00:40+00:00,2014-09-19 07:00:00+00:00,2014-11-19 13:51:45+00:00,14.0,22,"#Parent, #Repeat Borrower, #Vegan",monthly,2014-10-17,female
1162967,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-10-05 07:25:21+00:00,2016-09-20 07:00:00+00:00,2016-10-21 23:36:32+00:00,8.0,5,"#Eco-friendly, #Technology, #Health and Sanitation, user_favorite",monthly,2016-10-05,female
707271,975.0,975.0,Farming,Agriculture,To pay for land plowing fee,KH,Cambodia,"Kampong Cham province, Dambae district",KHR,204.0,2014-05-08 06:37:39+00:00,2014-04-10 07:00:00+00:00,2014-06-03 13:34:34+00:00,14.0,19,"#Woman Owned Biz, #Repeat Borrower, #Schooling",monthly,2014-05-08,female
1074058,300.0,300.0,Farming,Agriculture,"to buy 3 sacks of fertilizer, herbicides and pay for farm labour in order to prepare the land and cultivate 7,000 square meters of corn.",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2016-05-23 20:48:58+00:00,2016-05-19 07:00:00+00:00,2016-05-31 11:38:02+00:00,13.0,11,"#Elderly, #Repeat Borrower, #Job Creator, #Vegan",bullet,2016-05-23,male
969357,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kandal,KHR,311.0,2015-10-27 02:02:24+00:00,2015-10-22 07:00:00+00:00,2015-10-28 22:50:34+00:00,14.0,3,user_favorite,monthly,2015-10-27,female
1286218,275.0,275.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Battambang,KHR,311.0,2017-04-26 03:50:30+00:00,2017-04-11 07:00:00+00:00,2017-05-03 11:46:19+00:00,8.0,9,"#Eco-friendly, #Health and Sanitation, #Technology, user_favorite",monthly,2017-04-26,female
741413,600.0,600.0,Personal Housing Expenses,Housing,"to purchase cement, sand, gravel, sheeting, and windows.",SV,El Salvador,,USD,81.0,2014-07-18 18:18:25+00:00,2014-06-26 07:00:00+00:00,2014-08-24 11:49:53+00:00,17.0,19,#Parent,monthly,2014-07-18,female
939477,500.0,800.0,Clothing Sales,Clothing,to buy underwear for men and women in order to sell it around his community.,SV,El Salvador,,USD,81.0,2015-08-27 16:57:35+00:00,2015-07-30 07:00:00+00:00,,20.0,5,#Parent,monthly,2015-08-27,male
1103383,250.0,250.0,Tailoring,Services,"To purchase colorful threads, needles, buttons, fancy designs, and laces for her business.",PK,Pakistan,Hafizabad,PKR,455.0,2016-06-21 11:07:12+00:00,2016-05-26 07:00:00+00:00,2016-07-13 05:24:13+00:00,14.0,6,"#Fabrics, #Woman Owned Biz",monthly,2016-06-21,female
653600,250.0,250.0,Personal Housing Expenses,Housing,to renovate her old house,KH,Cambodia,"Kandal province, Kandal Stoeng district",KHR,204.0,2014-01-03 08:54:37+00:00,2013-12-06 08:00:00+00:00,2014-01-04 12:14:28+00:00,13.0,10,,monthly,2014-01-03,female
670273,500.0,500.0,Personal Housing Expenses,Housing,"buying cement, sand, tiles and wood to repair the roof of her house and to plaster the walls.",SV,El Salvador,,USD,81.0,2014-02-14 19:55:26+00:00,2014-02-05 08:00:00+00:00,2014-03-13 07:36:41+00:00,14.0,15,#Single,monthly,2014-02-14,female
828373,350.0,350.0,Animal Sales,Agriculture,to purchase animals.,PK,Pakistan,Kot Addu,PKR,245.0,2015-01-15 11:29:45+00:00,2015-01-07 08:00:00+00:00,2015-01-17 15:35:52+00:00,14.0,14,"#Animals, #Woman Owned Biz",monthly,2015-01-15,female
932172,625.0,625.0,Farm Supplies,Agriculture,to buy a cart,KH,Cambodia,Kampong Thom,KHR,106.0,2015-08-14 06:58:42+00:00,2015-08-04 07:00:00+00:00,2015-08-17 13:08:19+00:00,17.0,22,,monthly,2015-08-14,female
816604,400.0,400.0,Animal Sales,Agriculture, to purchase more animals to boost her sales. ,PK,Pakistan,Rahim Yar Khan,PKR,245.0,2014-12-17 11:48:46+00:00,2014-12-12 08:00:00+00:00,2014-12-23 18:24:01+00:00,14.0,11,,monthly,2014-12-17,female
1207857,250.0,250.0,Animal Sales,Agriculture,to purchase more baby goats and calves to cater for more customers.,PK,Pakistan,Haripur,PKR,245.0,2016-12-21 08:50:54+00:00,2016-12-16 08:00:00+00:00,2017-01-06 23:54:10+00:00,14.0,8,"#Parent, #Animals",monthly,2016-12-21,female
1013396,275.0,775.0,General Store,Retail,"to buy sacks of rice, sugar and flour for her husband's general store.",PK,Pakistan,Lahore,PKR,247.0,2016-01-25 09:24:17+00:00,2016-01-19 08:00:00+00:00,,12.0,11,#Parent,irregular,2016-01-25,female
1131844,725.0,725.0,Grocery Store,Food,to purchase a solar lamp for her shop so that it can operate after sunset.,IN,India,Khurda,INR,428.0,2016-08-11 07:05:45+00:00,2016-07-27 07:00:00+00:00,2016-08-20 22:36:44+00:00,14.0,29,"#Technology, #Eco-friendly, user_favorite",monthly,2016-08-11,female
1226498,300.0,300.0,Clothing,Clothing,"to expand her women's accessories business by buying bangles, earrings, hair pins etc.",IN,India,Alirajpur,INR,428.0,2017-01-25 05:01:04+00:00,2017-01-09 08:00:00+00:00,2017-01-27 09:08:24+00:00,14.0,12,user_favorite,monthly,2017-01-25,female
1072511,250.0,250.0,General Store,Retail,"to buy rice, sugar, grains, biscuits, oil and flour from the market at lower rates to make her stock available for her customers",PK,Pakistan,Abbottabad,PKR,245.0,2016-05-20 10:47:18+00:00,2016-05-11 07:00:00+00:00,2016-05-26 01:35:04+00:00,14.0,6,,monthly,2016-05-20,female
1210865,325.0,675.0,Fruits & Vegetables,Food,to help her husband for fruits business,PK,Pakistan,Rawalpindi,PKR,247.0,2016-12-27 05:16:58+00:00,2016-12-07 08:00:00+00:00,,14.0,12,"#Elderly, #Vegan",monthly,2016-12-27,female
1058638,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kampong Speu,KHR,311.0,2016-04-22 04:33:25+00:00,2016-04-01 07:00:00+00:00,2016-04-26 22:05:02+00:00,8.0,4,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-04-22,female
1178641,300.0,300.0,Animal Sales,Agriculture,to purchase more cattle to resell in the market.,PK,Pakistan,Haripur,PKR,245.0,2016-11-02 07:20:31+00:00,2016-10-22 07:00:00+00:00,2016-11-22 18:18:55+00:00,14.0,7,#Animals,monthly,2016-11-02,female
710089,600.0,600.0,Agriculture,Agriculture,"to buy enhanced seeds, fertilizers, weed killers, pesticides and other supplies.",SV,El Salvador,Usulután,USD,199.0,2014-05-14 17:10:53+00:00,2014-05-07 07:00:00+00:00,2014-06-23 15:57:18+00:00,13.0,24,#Supporting Family,bullet,2014-05-14,male
1015195,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kandal,KHR,311.0,2016-01-28 07:51:15+00:00,2016-01-04 08:00:00+00:00,2016-01-30 23:14:07+00:00,8.0,4,,monthly,2016-01-28,female
662490,400.0,400.0,Personal Housing Expenses,Housing,to install drinking water and to buy metal fencing for her home,SV,El Salvador,,USD,81.0,2014-01-27 17:54:15+00:00,2014-01-22 08:00:00+00:00,2014-03-05 01:22:35+00:00,14.0,13,"volunteer_like, user_favorite, #Health and Sanitation, #Single, #Woman Owned Biz",monthly,2014-01-27,female
713337,225.0,225.0,Tailoring,Services,"to purchase pieces of cloth, ribbons, needles, threads, etc. for her husband's tailoring business.",PK,Pakistan,Rawalpindi,PKR,247.0,2014-05-21 05:33:46+00:00,2014-05-14 07:00:00+00:00,2014-06-02 07:42:04+00:00,12.0,8,,irregular,2014-05-21,female
1168894,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Kampong Speu,KHR,311.0,2016-10-17 07:24:40+00:00,2016-10-11 07:00:00+00:00,2016-10-25 16:46:37+00:00,8.0,8,"#Health and Sanitation, #Eco-friendly, #Technology, user_favorite, user_favorite",monthly,2016-10-17,male
1337798,0.0,800.0,Clothing Sales,Clothing,"to buy more clothing to sell as well as footwear, to diversify.",SV,El Salvador,Gotera,USD,199.0,2017-07-11 19:17:18+00:00,2017-06-19 07:00:00+00:00,,20.0,0,"volunteer_pick, #Repeat Borrower",monthly,2017-07-11,male
1000902,675.0,675.0,General Store,Retail,"to buy rice, sugar, cooking oil, detergent, soap and biscuits for her husband's general store.",PK,Pakistan,Lahore,PKR,247.0,2015-12-28 06:12:21+00:00,2015-12-08 08:00:00+00:00,2016-01-24 14:11:25+00:00,11.0,27,"#Parent, user_favorite",irregular,2015-12-28,female
1189865,400.0,400.0,Goods Distribution,Wholesale,to establish their goods distribution business and start selling more variety and quantity.,PK,Pakistan,Lahore,PKR,247.0,2016-11-22 06:07:05+00:00,2016-11-16 08:00:00+00:00,2016-12-03 20:37:36+00:00,14.0,16,#Parent,monthly,2016-11-22,female
1027016,625.0,625.0,Retail,Retail,"to buy children's clothing, toys, stuffed animals and sandals to supply her inventory and take advantage of the season during the month of love and friendship.",SV,El Salvador,"San Francisco Gotera, Morazan",USD,167.0,2016-02-22 22:09:30+00:00,2016-02-05 08:00:00+00:00,2016-03-09 04:30:25+00:00,14.0,16,"#Repeat Borrower, #Woman Owned Biz",monthly,2016-02-22,female
1317896,375.0,375.0,Personal Housing Expenses,Housing,to purchase construction materials to renovate her house,KH,Cambodia,Kampong Chhnang Province,KHR,9.0,2017-06-12 09:13:27+00:00,2017-06-02 07:00:00+00:00,2017-06-23 03:20:00+00:00,17.0,13,"#First Loan, #Parent, #Repair Renew Replace",monthly,2017-06-12,female
1285612,750.0,750.0,Personal Housing Expenses,Housing,"to buy bricks, cement and other construction materials to renovate her old house.",KH,Cambodia,"Kandal province, Kandal Stoeng district",KHR,204.0,2017-04-25 09:44:23+00:00,2017-04-05 07:00:00+00:00,2017-05-08 02:37:15+00:00,13.0,14,"#First Loan, #Parent, #Repair Renew Replace",monthly,2017-04-25,female
1335827,0.0,350.0,Embroidery,Arts,"to buy embroidery supplies like fabric, thread, needles, etc., so she can sell more of her work.",PK,Pakistan,Multan,PKR,247.0,2017-07-07 11:09:18+00:00,2017-06-23 07:00:00+00:00,,15.0,0,"#Fabrics, user_favorite",monthly,2017-07-07,female
1161254,900.0,900.0,Beverages,Food,"to buy ice, flavoring, sugar, ice creams and syrups so he can continue selling shaved ice snacks, soft drinks and ice creams.",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2016-09-30 16:49:37+00:00,2016-09-12 07:00:00+00:00,2016-11-04 08:42:31+00:00,20.0,29,"#Repeat Borrower, #Parent, user_favorite, user_favorite, user_favorite, user_favorite",monthly,2016-09-30,male
1228226,150.0,150.0,Fish Selling,Food,"to expand her fish selling enterprise by purchasing more varities of fish like rohu, elisha, etc. from the wholesale market.",IN,India,Imphal East,INR,428.0,2017-01-27 09:36:35+00:00,2017-01-05 08:00:00+00:00,2017-01-30 08:46:50+00:00,13.0,6,#Elderly,monthly,2017-01-27,female
1027860,775.0,775.0,Farming,Agriculture,to buy fertilizer and pay for the plowing fee in order to produce a good yield.,KH,Cambodia,"Kandal province, Kandal Stoeng district",KHR,204.0,2016-02-24 04:01:58+00:00,2016-01-25 08:00:00+00:00,2016-03-08 20:56:03+00:00,14.0,17,"#Parent, #Repeat Borrower, #Vegan",monthly,2016-02-24,female
864824,650.0,650.0,Personal Housing Expenses,Housing,to build a latrine,KH,Cambodia,Prey Veng,USD,106.0,2015-04-01 04:07:22+00:00,2015-03-25 07:00:00+00:00,2015-04-15 02:07:39+00:00,17.0,24,"#Health and Sanitation, #Parent",monthly,2015-04-01,male
656649,250.0,250.0,Primary/secondary school costs,Education,To pay private tuition fees and school fees for her daughter,IN,India,Dhupguri,INR,334.0,2014-01-13 11:54:40+00:00,2014-01-08 08:00:00+00:00,2014-02-01 11:16:12+00:00,43.0,8,user_favorite,bullet,2014-01-13,female
1211796,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Battambang,KHR,311.0,2016-12-28 09:46:12+00:00,2016-12-22 08:00:00+00:00,2017-01-17 23:45:50+00:00,8.0,4,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-12-28,female
936955,100.0,100.0,Farming,Agriculture,to purchase necessary farm resources for cauliflower cultivation.,IN,India,Falakata,INR,334.0,2015-08-22 11:46:08+00:00,2015-08-20 07:00:00+00:00,2015-09-02 14:38:30+00:00,43.0,2,,bullet,2015-08-22,female
1015121,400.0,400.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Prey Veng,KHR,311.0,2016-01-28 07:24:58+00:00,2016-01-14 08:00:00+00:00,2016-02-01 19:50:23+00:00,8.0,12,#Health and Sanitation,monthly,2016-01-28,female
1188812,300.0,300.0,Arts,Arts,to start a business of making Kundan jewellery.,IN,India,Tiruchirappalli,INR,428.0,2016-11-21 06:25:16+00:00,2016-10-20 07:00:00+00:00,2016-11-25 17:18:27+00:00,20.0,12,,monthly,2016-11-21,female
1314693,850.0,850.0,Weaving,Arts,to purchase string to continue making hammocks to sell.,SV,El Salvador,Gotera,USD,199.0,2017-06-06 19:34:56+00:00,2017-05-25 07:00:00+00:00,2017-06-18 16:26:50+00:00,20.0,23,"#Repeat Borrower, #Fabrics, #Parent",monthly,2017-06-06,male
1305660,450.0,450.0,Animal Sales,Agriculture,to purchase more animals to increase her sales for the benefit of her family,PK,Pakistan,Mansehra,PKR,245.0,2017-05-24 10:52:12+00:00,2017-05-19 07:00:00+00:00,2017-06-01 13:47:18+00:00,14.0,8,"#Animals, #Woman Owned Biz",monthly,2017-05-24,female
1304882,225.0,225.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Phnom Penh,KHR,311.0,2017-05-24 02:25:12+00:00,2017-05-08 07:00:00+00:00,2017-06-02 14:02:07+00:00,8.0,7,"#Eco-friendly, #Technology, #Health and Sanitation, user_favorite",monthly,2017-05-24,female
940449,400.0,400.0,Crafts,Arts,"to buy raw material to make mats, and to buy fertilizers and pay labor for planting basic grains.",SV,El Salvador,Ciudad Barrios,USD,199.0,2015-08-29 17:18:21+00:00,2015-08-25 07:00:00+00:00,2015-09-03 03:56:06+00:00,14.0,13,"#Elderly, #Parent, #Fabrics, #Woman Owned Biz",irregular,2015-08-29,female
1058732,175.0,175.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.		,KH,Cambodia,Battambang,KHR,311.0,2016-04-22 06:16:12+00:00,2016-04-08 07:00:00+00:00,2016-04-27 19:06:14+00:00,8.0,6,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-04-22,male
885487,250.0,250.0,Animal Sales,Agriculture,to purchase more cattle to resell in the market and therefore provide a better standard of living for her family.,PK,Pakistan,Haripur,PKR,245.0,2015-05-14 11:56:35+00:00,2015-04-28 07:00:00+00:00,2015-05-18 09:48:53+00:00,14.0,10,"#Animals, #Parent",monthly,2015-05-14,female
1222696,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Prey Veng,KHR,311.0,2017-01-19 07:33:38+00:00,2017-01-03 08:00:00+00:00,2017-01-21 19:30:05+00:00,8.0,8,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-01-19,female
840579,400.0,400.0,Milk Sales,Food,to purchase another buffalo so that she can increase her sales and generate more income to cover her daily expenses. ,PK,Pakistan,Wazirabad,PKR,245.0,2015-02-13 11:28:34+00:00,2015-01-23 08:00:00+00:00,2015-02-19 04:19:40+00:00,14.0,2,,monthly,2015-02-13,female
696928,500.0,500.0,Agriculture,Agriculture,"to buy seeds, fertilizer, insecticides, farm tools, etc.  ",SV,El Salvador,,USD,81.0,2014-04-11 16:01:03+00:00,2014-03-26 07:00:00+00:00,2014-05-21 20:33:14+00:00,14.0,18,,bullet,2014-04-11,male
1132433,400.0,400.0,Farming,Agriculture,to buy some corn seeds and cover plowing expenses.,KH,Cambodia,Kampong Cham,KHR,106.0,2016-08-12 07:16:20+00:00,2016-08-09 07:00:00+00:00,2016-08-24 20:06:32+00:00,20.0,16,"#Vegan, #Job Creator, #Parent",monthly,2016-08-12,female
981303,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kandal,KHR,311.0,2015-11-19 07:26:32+00:00,2015-11-11 08:00:00+00:00,2015-11-23 20:50:19+00:00,8.0,4,"volunteer_like, user_favorite, #Elderly, #Eco-friendly, #Health and Sanitation",monthly,2015-11-19,female
1183748,600.0,600.0,Food Production/Sales,Food,to buy raw materials so that she can continue with her pupusa business.,SV,El Salvador,,USD,167.0,2016-11-11 16:49:22+00:00,2016-10-20 07:00:00+00:00,2016-12-11 16:26:00+00:00,14.0,20,"#Repeat Borrower, #Woman Owned Biz, #Parent",monthly,2016-11-11,female
775853,600.0,600.0,Agriculture,Agriculture,"to buy manure, seeds, fertilizers, leaves, and herbicides to fertilize the corn he has already planted. ",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2014-09-27 16:24:39+00:00,2014-09-23 07:00:00+00:00,2014-11-05 15:01:34+00:00,14.0,20,#Parent,bullet,2014-09-27,male
836253,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kandal,KHR,311.0,2015-02-05 01:36:09+00:00,2015-01-29 08:00:00+00:00,2015-02-05 13:35:59+00:00,8.0,5,,monthly,2015-02-05,male
1109706,150.0,400.0,Clothing Sales,Clothing,to buy clothes for her clothes business.,PK,Pakistan,Multan,PKR,247.0,2016-06-30 13:14:00+00:00,2016-06-21 07:00:00+00:00,,14.0,6,"#Parent, #Woman Owned Biz, user_favorite",monthly,2016-06-30,female
1271255,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Takeo,KHR,311.0,2017-03-31 09:22:05+00:00,2017-03-23 07:00:00+00:00,2017-04-09 22:08:24+00:00,8.0,7,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-03-31,female
799231,650.0,650.0,Home Energy,Personal Use,to pay for a solar energy home system.,KH,Cambodia,Battambang,USD,106.0,2014-11-17 03:11:53+00:00,2014-10-28 07:00:00+00:00,2014-11-19 17:57:37+00:00,15.0,23,"#Eco-friendly, #Elderly",monthly,2014-11-17,male
726847,425.0,425.0,General Store,Retail,"to buy a stock of rice, sugar, grains and flour.",PK,Pakistan,Jahanian,PKR,245.0,2014-06-18 11:45:07+00:00,2014-05-21 07:00:00+00:00,2014-07-12 14:14:01+00:00,14.0,13,"#Repeat Borrower, #Woman Owned Biz",monthly,2014-06-18,female
766222,300.0,300.0,Personal Housing Expenses,Housing,"to invest in: switches, a terminal box, cables and wire to install electricity in his home.",SV,El Salvador,,USD,81.0,2014-09-09 22:26:58+00:00,2014-08-29 07:00:00+00:00,2014-10-17 13:35:39+00:00,14.0,5,"user_favorite, #Parent, user_favorite",monthly,2014-09-09,male
1123631,975.0,975.0,Wholesale,Wholesale,to increase her husband's wholesale rice business.,PK,Pakistan,Rawalpindi,PKR,247.0,2016-07-26 09:34:25+00:00,2016-07-20 07:00:00+00:00,2016-08-22 13:35:01+00:00,13.0,38,"#Vegan, #Parent",monthly,2016-07-26,female
1047108,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-03-31 03:35:23+00:00,2016-03-19 07:00:00+00:00,2016-04-21 11:22:18+00:00,8.0,7,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-03-31,female
1025442,325.0,325.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Kampot,KHR,311.0,2016-02-19 07:42:10+00:00,2016-02-03 08:00:00+00:00,2016-02-25 21:55:14+00:00,8.0,9,,monthly,2016-02-19,female
1211392,500.0,500.0,Bookstore,Retail,"to buy bond paper, geometry sets, pencils, pencil boxes, scissors, poster board, erasers, markers, etc., for his stationary store, since the beginning of classes is approaching.",SV,El Salvador,Ciudad Barrios,USD,199.0,2016-12-27 20:07:34+00:00,2016-11-30 08:00:00+00:00,2016-12-29 16:03:53+00:00,15.0,12,,monthly,2016-12-27,male
803971,375.0,375.0,Home Energy,Personal Use,To buy a solar panel. ,KH,Cambodia,"Kampong Chhnang province, Tek Phos district",KHR,204.0,2014-11-24 07:29:44+00:00,2014-10-28 07:00:00+00:00,2014-11-29 21:16:06+00:00,26.0,10,,monthly,2014-11-24,female
1310448,500.0,500.0,Agriculture,Agriculture,to buy sacks of manure and seeds to grow corn and beans.,SV,El Salvador,Sensuntepeque,USD,199.0,2017-05-30 20:27:58+00:00,2017-05-15 07:00:00+00:00,2017-06-01 14:18:27+00:00,13.0,15,"#Parent, user_favorite",bullet,2017-05-30,female
1015001,675.0,675.0,Machine Shop,Manufacturing,to help her husband replace worn parts of his lathe and purchase cutting tools.,PK,Pakistan,Lahore,PKR,247.0,2016-01-28 05:19:04+00:00,2016-01-21 08:00:00+00:00,2016-01-30 17:21:56+00:00,12.0,18,,irregular,2016-01-28,female
1000016,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	.,KH,Cambodia,Kompong Thom,KHR,311.0,2015-12-24 04:14:04+00:00,2015-12-09 08:00:00+00:00,2015-12-25 07:32:17+00:00,8.0,5,,monthly,2015-12-24,female
784430,300.0,300.0,Agriculture,Agriculture,"A loan of $300 helps this borrower to buy seeds, fertilizer, pest control and improve the soil.",SV,El Salvador,,USD,81.0,2014-10-16 18:03:27+00:00,2014-10-13 07:00:00+00:00,2014-10-29 15:43:09+00:00,7.0,10,"volunteer_pick, volunteer_like",bullet,2014-10-16,male
1240126,500.0,500.0,Services,Services,"to buy a drill, a polisher, a saw and a compressor to continue his plumbing work and his metal structures.",SV,El Salvador,Anamoros,USD,199.0,2017-02-16 20:56:43+00:00,2017-02-11 08:00:00+00:00,2017-02-19 17:54:54+00:00,14.0,11,,monthly,2017-02-16,male
992157,400.0,400.0,Milk Sales,Food,to buy another buffalo to cater to more customers.,PK,Pakistan,Faisalabad,PKR,245.0,2015-12-09 06:54:10+00:00,2015-11-12 08:00:00+00:00,2015-12-30 21:44:55+00:00,14.0,15,#Animals,monthly,2015-12-09,female
1297746,300.0,300.0,Sporting Good Sales,Retail,"to procure raw materials like leather petals, wax, threads and protective gloves.",PK,Pakistan,Sialkot,PKR,455.0,2017-05-13 04:27:19+00:00,2017-04-17 07:00:00+00:00,2017-05-22 14:48:55+00:00,14.0,12,"user_favorite, user_favorite, #Unique, #Woman Owned Biz",monthly,2017-05-13,female
1320243,400.0,400.0,Cattle,Agriculture,to increase her milk sales business by buying another cow and increasing milk sales.,PK,Pakistan,Multan,PKR,247.0,2017-06-15 06:07:18+00:00,2017-06-01 07:00:00+00:00,2017-06-24 21:11:02+00:00,13.0,15,"#Animals, user_favorite",monthly,2017-06-15,female
938334,125.0,600.0,Pigs,Agriculture,"to buy three pigs to care for, fatten, and be able to sell in six months.",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2015-08-25 16:20:17+00:00,2015-08-11 07:00:00+00:00,,14.0,5,"#Parent, #Animals, #Schooling",monthly,2015-08-25,male
